"track","artist","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","Decade"
"Akhnaten: Hymn to the Sun","Philip Glass","spotify:track:1R8wKQi9icw3MRa7cs34s8",0.103,0.144,9,-17.471,1,0.0396,0.992,0.933,0.132,0.0392,76.585,375240,3,41.37839,17,0,"1970"
"Alvorada / O Sol Nascerá (A Sorrir)","MPB4","spotify:track:0wgT6oBNvTzO3gAfOPgCQi",0.583,0.862,2,-7.731,1,0.0532,0.511,0.0454,0.25,0.833,88.41,162303,4,35.01231,8,0,"1970"
"Como México No Hay Dos","Vicente Fernández","spotify:track:749iXIZgolywRgehP9y5A8",0.33,0.581,0,-4.826,1,0.0628,0.515,0,0.576,0.773,209.611,198333,4,77.2944,9,0,"1970"
"How You Gonna See Me Now","Alice Cooper","spotify:track:0spN4UlSI0X6YSYCWpSzgz",0.544,0.336,5,-14.413,1,0.038,0.458,3.48e-06,0.133,0.298,136.516,235973,4,51.73777,12,1,"1970"
"Take Me I'm Yours","Michael Henderson","spotify:track:57LtnS4tQlC83cNcMX0zFL",0.628,0.75,2,-7.929,1,0.0636,0.233,3.01e-06,0.556,0.883,96.876,226664,4,32.11753,13,1,"1970"
"Waves","De Wolfe Music","spotify:track:6hibIx4RP9wz3DEh1eEdDC",0.373,0.242,2,-14.773,1,0.0342,0.828,0.0749,0.094,0.435,53.961,172100,4,39.4491,7,0,"1970"
"Trouble Man","Marvin Gaye","spotify:track:15pYj5ZiUJgBydzD7w6NbJ",0.677,0.415,9,-9.869,0,0.0304,0.541,0.0136,0.104,0.487,107.107,228640,4,44.18995,12,1,"1970"
"Crayfish (echoing mandolines, airy, pulsating)","Deuter","spotify:track:0GYcs1Kq1WfvNuvbakFLHq",0.521,0.439,11,-16.051,1,0.0534,0.946,0.914,0.107,0.421,164.202,114613,4,41.33244,5,0,"1970"
"Changes In Latitudes, Changes In Attitudes","Jimmy Buffett","spotify:track:5nIqitaV7WyyuM3KVUju1G",0.719,0.44,2,-15.11,1,0.0393,0.573,0.000291,0.0681,0.82,125.378,197333,4,33.12296,11,1,"1970"
"Easy Livin","Uriah Heep","spotify:track:6qn5Ysxo9H4z4QgEvwg1SK",0.262,0.836,9,-7.243,0,0.0963,8e-06,0.343,0.279,0.463,160.555,156627,4,21.6201,10,1,"1970"
"I Don't Love You Anymore","Teddy Pendergrass","spotify:track:2NLgJVAko27NbJo5wINukh",0.806,0.888,7,-7.321,1,0.0658,0.178,3.06e-06,0.502,0.831,118.965,238387,4,33.07544,11,1,"1970"
"So Very Hard To Go","Tower Of Power","spotify:track:55iDwZfpaU7ytsadT7BDVE",0.645,0.639,10,-6.452,1,0.0342,0.568,4.34e-05,0.326,0.72,95.254,217240,4,46.98593,12,1,"1970"
"I Need To Know","Tom Petty And The Heartbreakers","spotify:track:26TpLkciA8vz3kAvSI5tHG",0.518,0.919,4,-4.721,0,0.0285,0.011,0.181,0.196,0.752,154.097,144173,4,26.38728,10,1,"1970"
"Jeep's Blues","Arne Domnérus","spotify:track:4cksmZKyHizALR2Om98NRQ",0.439,0.0373,5,-18.594,1,0.0502,0.844,0.248,0.265,0.396,177.911,424467,3,38.96927,22,0,"1970"
"About You","Cecilio & Kapono","spotify:track:6b1afUpBjoKU0abjvCx2os",0.384,0.139,2,-18.323,1,0.0297,0.699,0,0.291,0.337,134.078,263067,4,28.96023,10,0,"1970"
"Long Tall Glasses (I Can Dance)","Leo Sayer","spotify:track:3AA2SafseoJo431Pee120g",0.641,0.884,9,-7.17,1,0.06,0.247,0.000316,0.132,0.758,142.996,190000,3,81.8054,7,1,"1970"
"Stir It Up","Johnny Nash","spotify:track:4UvXfxg1ommzERwd6JVIHv",0.654,0.38,2,-13.238,1,0.0924,0.121,0.0103,0.146,0.851,84.583,182467,4,31.29519,9,1,"1970"
"Trem De Doido","Lô Borges","spotify:track:7hfIiNdcy5c0MWxnoMvCYN",0.281,0.49,4,-14.904,0,0.0369,0.00169,0.0132,0.0601,0.446,154.507,238400,4,43.62994,14,0,"1970"
"It Sure Took A Long, Long Time","Lobo","spotify:track:4bbbRNUiDC9GQtnAv6DmEF",0.485,0.415,4,-11.282,1,0.0277,0.689,0,0.174,0.506,150.912,188867,4,42.54503,9,1,"1970"
"Raindrops Keep Fallin' On My Head","B.J. Thomas","spotify:track:0zRtBDhwtIFTfoK2HuURbM",0.519,0.446,5,-9.287,1,0.0388,0.813,0.000124,0.11,0.654,104.962,184493,4,33.14169,8,1,"1970"
"Honey Love","Black Heat","spotify:track:3ZNlzSEoGVwLgVI7x1yk6c",0.42,0.605,4,-13.312,0,0.189,0.223,0.000195,0.116,0.896,107.875,183880,3,29.11651,10,0,"1970"
"Kokomo Blues","John Renbourn","spotify:track:1YNeY0C4gWllpjWfqp28NV",0.578,0.364,2,-18.223,1,0.028,0.587,0.0016,0.099,0.646,103.67,236240,4,24.14421,14,0,"1970"
"Love Will Find A Way","Piero Piccioni","spotify:track:3UIoBRlWzuJs2LpWo5E1Np",0.545,0.322,8,-11.828,1,0.0301,0.814,0.869,0.114,0.305,132.61,157493,4,30.59642,8,0,"1970"
"Maha-Splendor","Iasos","spotify:track:32AQnzWaXK6LkTQTzIQYfy",0.113,0.269,7,-14.668,0,0.0395,0.951,0.852,0.089,0.0287,69.124,352013,4,60.53728,12,0,"1970"
"Palhaços e Reis - Ao Vivo","MPB4","spotify:track:6dDsGYVePGMn8vJSetqCMO",0.4,0.705,9,-9.699,0,0.0385,0.231,0.0444,0.809,0.657,100.574,199800,4,30.62862,9,0,"1970"
"Silver Bird","Mark Lindsay","spotify:track:5ZV1ZPGSSOkdRG60uTtEmX",0.359,0.426,6,-11.439,1,0.0429,0.356,3.34e-06,0.0665,0.464,88.863,183987,4,35.32153,8,1,"1970"
"Let's Pretend","Raspberries","spotify:track:3tF4TjrAO9dxg0AzBRmk5R",0.419,0.827,0,-4.557,1,0.0451,0.514,3.55e-05,0.127,0.718,110.885,220493,4,32.26146,9,1,"1970"
"Get Ready","Rare Earth","spotify:track:0JHj9YBdBGSASzjTQoMleo",0.643,0.937,0,-6.263,1,0.0288,0.0156,0.00727,0.0498,0.961,134.756,173707,4,45.71349,7,1,"1970"
"You're The Man (Part 1)","Marvin Gaye","spotify:track:1cWYMjb1RdzVAewqxHVcBB",0.724,0.817,10,-5.825,0,0.104,0.656,1.42e-06,0.1,0.953,92.084,193440,4,29.49778,8,1,"1970"
"Acabou Chorare","Novos Baianos","spotify:track:1ZetCeq3ZOSD2k64UNEBqf",0.725,0.181,6,-13.824,0,0.0411,0.947,0.00387,0.111,0.357,111.122,253173,4,39.17002,11,0,"1970"
"Starman","David Bowie","spotify:track:0pQskrTITgmCMyr85tb9qq",0.486,0.45,5,-10.298,1,0.0267,0.166,2.06e-06,0.54,0.55,100.456,254293,4,37.11102,10,1,"1970"
"You","Rita Coolidge","spotify:track:7cRioMuuOoe8rwcqvsM4pD",0.717,0.749,9,-6.831,0,0.0347,0.292,0,0.141,0.929,108.246,217373,4,37.02618,11,1,"1970"
"Do It Good","A Taste Of Honey","spotify:track:0w3IWqkcPG7HXxYqWoItv3",0.699,0.74,3,-8.625,0,0.0289,0.0714,1.9e-06,0.165,0.889,104.168,342827,4,64.1255,13,1,"1970"
"The Apartment","Duncan Lamont","spotify:track:0aqpthM2O6h6EbAL2opkpe",0.6,0.229,5,-23.628,0,0.0645,0.879,0.926,0.135,0.102,93.818,115093,4,43.97848,6,0,"1970"
"Love Song","The Damned","spotify:track:3rz9USQJi0oPy73382G7as",0.3,0.927,9,-8.237,0,0.138,0.00132,0.195,0.521,0.19,138.137,141944,4,27.59141,8,0,"1970"
"I Love","Tom T. Hall","spotify:track:5fTwUw09NNgCIOkEKu3bGB",0.531,0.198,4,-17.377,1,0.0286,0.782,0.0383,0.175,0.582,91.929,126667,4,30.48005,5,1,"1970"
"San Vicente","Milton Nascimento","spotify:track:2pFVNjxjAu24qGpNPxBqxj",0.503,0.321,9,-14.017,1,0.0297,0.277,6.25e-05,0.524,0.427,74.43,166573,3,49.36025,8,0,"1970"
"The King Is Gone","Ronnie McDowell","spotify:track:6W1dxbpXngMQ5QJd3WtUz4",0.555,0.477,2,-10.234,1,0.0279,0.532,0.000645,0.0814,0.47,75.094,203040,4,56.35052,6,1,"1970"
"Fukia","Verckys & L'Orchestre Vévé","spotify:track:3zhA2S5VDow8tdveoyhlod",0.58,0.518,8,-6.557,1,0.0665,0.637,6.33e-06,0.112,0.9,118.768,318717,4,28.95933,15,0,"1970"
"Original Clarks","Wolfgang Ambros","spotify:track:4Hg0OKMyeW2nnazuuCjimw",0.714,0.359,2,-15.927,1,0.0354,0.6,0.187,0.0743,0.69,131.056,218000,4,34.99792,13,0,"1970"
"Mi Único Camino","Los Muecas","spotify:track:2kPrvPwl3gVNzxbK4xWiwA",0.446,0.343,0,-16.348,1,0.0391,0.236,5.14e-06,0.451,0.837,157.518,171067,3,46.39209,7,0,"1970"
"Slow Motion (Part 1)","Johnny Williams","spotify:track:6EdVvkxAYAgT3DXW8Op4ZH",0.597,0.744,2,-9.751,1,0.0506,0.0874,4.26e-06,0.113,0.84,107.531,177827,4,40.87484,9,1,"1970"
"L'Alba","Tito Schipa Jr.","spotify:track:28v2yHD8WyywvwClksE6pg",0.204,0.203,0,-12.474,1,0.0344,0.894,0.00238,0.176,0.214,88.098,309661,4,76.69158,14,0,"1970"
"Evil Ways","Santana","spotify:track:5tmrnhMxx39jnu3kjopMdP",0.704,0.528,5,-13.382,1,0.0358,0.22,0.35,0.14,0.73,117.472,238267,4,88.18055,9,1,"1970"
"Wake Up Susan","The Spinners","spotify:track:6oV96Q5ejobnSXzl59kEOu",0.676,0.628,1,-9.674,1,0.031,0.54,0,0.16,0.95,129.228,207813,4,52.52194,11,1,"1970"
"Ball of Twine","Big Joe Williams","spotify:track:5KHbxJzgBosJ94iqz8Cf7U",0.58,0.197,10,-19.269,0,0.0478,0.881,0.00209,0.627,0.433,124.739,210507,4,32.47041,8,0,"1970"
"Soft Winds","Gordon Giltrap","spotify:track:0B413W34pTVA3ymd1n5GuS",0.561,0.312,4,-19.36,0,0.035,0.569,0.759,0.119,0.27,127.225,134205,4,43.21797,6,0,"1970"
"Newspecs - Previously Unreleased Bonus Track","The Web","spotify:track:3uNLprh5CsBb8RPwBX7HUV",0.583,0.946,7,-0.93,1,0.0712,0.251,0.000212,0.136,0.917,120.65,222709,4,72.21006,8,0,"1970"
"Sing","Tony Orlando & Dawn","spotify:track:266HrBTiCIPm5RxFiE1El9",0.716,0.741,5,-9.223,1,0.0499,0.137,0,0.0527,0.903,124.652,140574,4,21.40286,8,1,"1970"
"Pesadelo / Quando o Carnaval Chegar","Chico Buarque","spotify:track:7cliJ0kpyt6qq07GUA5BGU",0.556,0.717,4,-8.136,0,0.1,0.765,1e-06,0.35,0.475,120.119,235586,4,35.26349,11,0,"1970"
"And When I Die","Blood, Sweat & Tears","spotify:track:7kDPwGDjxDBONlPpkc1p77",0.628,0.439,9,-10.728,1,0.134,0.332,1.35e-05,0.0555,0.507,127.589,244973,4,64.70919,10,1,"1970"
"Diamonds","Chris Rea","spotify:track:4pfwloGtpzaRuDYMcg3u3R",0.642,0.569,7,-13.403,1,0.0325,0.22,1.54e-06,0.255,0.918,127.892,294067,4,38.08551,13,1,"1970"
"Mr. Melody","Natalie Cole","spotify:track:4TktoJxCnwbRfk90qOJzXq",0.469,0.788,7,-10.263,1,0.208,0.297,0.00661,0.473,0.447,111.222,186733,4,50.54302,7,1,"1970"
"One Note Samba (Samba de Uma Nota So)","Antônio Carlos Jobim","spotify:track:0hVhEVR9C53DSSwfAhwWKJ",0.652,0.372,7,-15.323,1,0.0748,0.696,1.27e-06,0.226,0.773,139.68,140400,3,29.39059,10,0,"1970"
"Baby Don't Get Hooked On Me","Mac Davis","spotify:track:4z51Gf7Ppt9Lmu5zmnUIz9",0.495,0.307,9,-18.168,1,0.0403,0.26,5.21e-05,0.103,0.802,80.97,183933,4,78.82135,6,1,"1970"
"All The Kids On The Street","The Hollywood Stars","spotify:track:1EeuFwQ7RhTNlPg69LGUxM",0.605,0.877,2,-9.946,1,0.0589,0.000465,2.09e-05,0.0558,0.766,134.358,192401,4,22.39276,8,1,"1970"
"Qué Mango!","Les Baxter","spotify:track:0tpejBnEHBvoBhyQpAXMve",0.324,0.639,2,-12.454,0,0.0371,0.397,0,0.13,0.707,87.433,129707,3,91.13543,4,0,"1970"
"Ships","Barry Manilow","spotify:track:6lOF261K1uiPZgKtureE90",0.288,0.356,1,-8.264,1,0.0309,0.719,0,0.128,0.107,125.928,248733,4,32.07377,10,1,"1970"
"Theme From The Men","Isaac Hayes","spotify:track:4hZFGIyk2CiKxTOVTZ7W2H",0.667,0.597,0,-10.481,1,0.0288,0.000359,0.573,0.129,0.616,128.926,238533,4,82.70683,7,1,"1970"
"I'll Be Around","The Spinners","spotify:track:6EWjarHHadZpC219CNbt3p",0.545,0.828,8,-10.083,0,0.0832,0.00604,0,0.968,0.753,120.013,188293,4,65.34192,8,1,"1970"
"Holdin' On For Dear Love","Lobo","spotify:track:6sOnMczmrjIkUut7w8pMzO",0.602,0.519,4,-10.717,1,0.0851,0.582,0,0.0796,0.8,168.753,166000,4,37.16504,8,1,"1970"
"A Little Night Music: Liaisons","Stephen Sondheim","spotify:track:5Bwhc1ZVIe4Lj8hK1xoLZS",0.43,0.194,8,-14.673,1,0.0568,0.942,3.48e-05,0.0871,0.308,123.451,306133,5,49.43831,11,0,"1970"
"Kalala 1 & 2","Verckys & L'Orchestre Vévé","spotify:track:0x2yd4kLe2DW76do5DCet3",0.521,0.62,8,-8.536,1,0.102,0.606,0,0.426,0.769,105.908,606504,4,72.99917,23,0,"1970"
"One Bad Apple","The Osmonds","spotify:track:50UoJUrslRVqG0cg6uboyn",0.6,0.567,0,-7.163,1,0.0398,0.382,0,0.213,0.92,101.041,164973,4,29.76926,9,1,"1970"
"The Wild Horde - 2nd Version","Ennio Morricone","spotify:track:2ynYgSRsKNdDnBiHyqRHsr",0.197,0.243,9,-13.387,0,0.0466,0.869,0.957,0.0963,0.234,117.667,80987,4,18.15987,3,0,"1970"
"Southern Nights","Glen Campbell","spotify:track:7kv7zBjMtVf0eIJle2VZxn",0.697,0.813,11,-8.89,0,0.0315,0.0989,0.0232,0.583,0.85,95.301,180027,4,24.54141,11,1,"1970"
"Behind the Mask - 2018 Bob Ludwig Remastering","YELLOW MAGIC ORCHESTRA","spotify:track:5zn0AneuIb8bVPFcfCZiyU",0.638,0.657,5,-5.499,0,0.034,0.00994,0.887,0.129,0.83,116.116,216947,4,34.39587,8,0,"1970"
"Sitting 'round At Home - 2008 Remastered Version","Buzzcocks","spotify:track:350KdNzZ62JIGbwBGJBKap",0.277,0.869,10,-7.919,1,0.068,0.000387,0.223,0.108,0.611,192.54,160093,4,37.9468,11,0,"1970"
"Tribal Secret","Jon Hassell","spotify:track:6kfsbwtYLZkcBP2lwfWVVb",0.336,0.196,1,-34.582,1,0.0625,0.706,0.267,0.128,0.445,143.542,232827,4,17.82343,12,0,"1970"
"Your Love Is So Good For Me","Diana Ross","spotify:track:4mEToZX15QG4ecCrllOha0",0.724,0.883,6,-8.521,0,0.0589,0.0146,0.000871,0.227,0.772,114.423,393787,4,118.33435,14,1,"1970"
"Cuchi-Cuchi - 12"" Mix","Charo","spotify:track:1nsHt0blLT2yo1T6Rj6yW6",0.682,0.619,5,-8.023,0,0.0615,0.000789,0.231,0.343,0.856,129.435,419492,4,25.61937,15,0,"1970"
"Starborn Suite","Steven Halpern","spotify:track:2LuRTGYnRmrvtkV8x8lNes",0.231,0.122,4,-22.277,1,0.059,0.986,0.963,0.0669,0.0358,69.17,287280,4,28.64623,14,0,"1970"
"Quem Mandou (Pé Na Estrada)","Gilberto Gil","spotify:track:44EOZ5KVSJJYsdo39Er8GB",0.406,0.62,2,-7.744,1,0.0287,0.413,8.07e-06,0.145,0.816,148.676,406373,4,52.5542,19,0,"1970"
"Under The Bo Tree","Tony Scott","spotify:track:3OjYlCL15FyEZ5j7ReQpuG",0.29,0.424,2,-14.31,0,0.0445,0.463,0.705,0.116,0.254,129.915,722560,3,39.74676,29,0,"1970"
"Ain't Love A Bitch","Rod Stewart","spotify:track:12myqPkW3bmux5bPISk9GC",0.614,0.661,9,-9.663,0,0.0313,0.22,0.000227,0.0915,0.65,124.027,279707,4,43.38318,11,1,"1970"
"Crazy Feelin'","Jefferson Starship","spotify:track:3vDIydZKbwViSP22sTyzGm",0.504,0.594,6,-11.258,0,0.0506,0.132,0.000765,0.121,0.502,128.693,218107,4,39.40335,8,1,"1970"
"Valley Of Life","McCoy Tyner","spotify:track:0JXsznzOVq563jXIGDkEIz",0.42,0.367,2,-18.728,0,0.0405,0.577,0.742,0.201,0.449,78.732,317027,4,39.68194,13,0,"1970"
"Everything Is Beautiful","Ray Stevens","spotify:track:3rrrMhc76FDnS4N7wu2KfH",0.37,0.378,5,-15.178,1,0.0369,0.514,0,0.222,0.722,112.159,212773,4,39.72048,9,1,"1970"
"My Honey And Me","Luther Ingram","spotify:track:2e3lyF4HwlMtzUL5FffZZG",0.698,0.77,7,-8.049,1,0.0586,0.07,0,0.151,0.718,125.712,203773,4,79.75734,7,1,"1970"
"Canço Del Bon Amor","Maria del Mar Bonet","spotify:track:3C4yRTDr9xU2tG4tCmuiOl",0.453,0.233,9,-13.543,1,0.0284,0.958,0.000422,0.168,0.28,97.302,162933,4,45.27362,11,0,"1970"
"Cry","Tomasz Stanko Quintet","spotify:track:66gSeDCAOLQ9D6cC2357hY",0.367,0.422,8,-14.86,1,0.125,0.585,0.246,0.154,0.195,120.124,522107,5,39.86038,15,0,"1970"
"Amazing Grace (used To Be Her Favorite Song)","Amazing Rhythm Aces","spotify:track:64CfPPB80psgNKm37oBrDb",0.636,0.365,7,-11.6,1,0.0337,0.678,0.000194,0.377,0.585,125.046,197347,4,23.98205,12,1,"1970"
"Everybody's Out Of Town","B.J. Thomas","spotify:track:1xCZnAb8IwqnSbogQ023XP",0.777,0.381,7,-7.798,1,0.0311,0.899,0.000261,0.108,0.47,112.925,162987,4,55.30304,8,1,"1970"
"Shake And Bake","The Dickies","spotify:track:0PVZcoCGcOTTmhLyAb0taM",0.428,0.981,2,-6.699,1,0.066,0.00649,0.884,0.253,0.413,111.364,119453,4,51.24019,7,0,"1970"
"This Masquerade","George Benson","spotify:track:7GkaclZPWxJujsylkMetsW",0.469,0.296,0,-14.146,0,0.0356,0.155,1.61e-05,0.0878,0.539,180.686,196920,4,34.41354,10,1,"1970"
"You're So Vain","Carly Simon","spotify:track:2DnJjbjNTV9Nd5NOa1KGba",0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,258411,4,17.59775,15,1,"1970"
"Lifetime Party","Cecilio & Kapono","spotify:track:29Bd6awbgjnq70TLVVEj6e",0.566,0.679,7,-15.189,0,0.0478,0.409,0,0.256,0.644,90.258,200600,4,43.19727,9,0,"1970"
"Wanna Make Love (Come Flick My BIC)","Sun","spotify:track:4eP6SOsTVC3p8r3pS7Dgct",0.843,0.64,7,-8.12,1,0.0557,0.156,2.11e-06,0.109,0.956,113.737,208960,4,64.25752,9,1,"1970"
"Blue Morning, Blue Day","Foreigner","spotify:track:4qVhRdxvVdlPn3D0i0UFt2",0.65,0.846,11,-6.144,0,0.0401,0.359,0,0.205,0.537,119.822,192973,4,46.23597,9,1,"1970"
"Angelico","Peter Maffay","spotify:track:243IZ08c5za56iiRofgRxX",0.678,0.594,5,-12.602,1,0.401,0.841,0,0.0796,0.839,165.063,182200,4,47.17186,6,0,"1970"
"Encore","Brigitte Fontaine","spotify:track:5PJb1O2QkXNH4utRd4uqeY",0.447,0.153,9,-21.376,1,0.385,0.000251,0.00038,0.235,0.223,89.195,95427,4,25.13465,6,0,"1970"
"Don't Let Him Take Your Love From Me","Four Tops","spotify:track:1wVNVHIywYAfHuVgdHXr3p",0.773,0.699,0,-8.784,1,0.122,0.257,0,0.105,0.703,105.788,173573,4,21.00459,8,1,"1970"
"Love And Happiness","Earnest Jackson","spotify:track:74xedhgpkdmXUD9Q39Po5W",0.906,0.344,1,-14.401,0,0.0637,0.56,0.0106,0.0934,0.892,101.739,293447,4,48.27964,10,1,"1970"
"The Girl I Left In Sunny Tennessee","Norman Blake","spotify:track:3X18FehwxD8pq4SetVfMbn",0.541,0.304,9,-14.932,1,0.0271,0.829,0.00132,0.33,0.567,93.429,174000,4,51.20484,9,0,"1970"
"What will your Mama say","Gregory Isaacs","spotify:track:216bi1hRXdTfuktLQaiyei",0.756,0.547,5,-11.197,1,0.103,0.013,0.000914,0.315,0.963,193.751,231333,4,29.87051,13,0,"1970"
"Can You Get To That","Funkadelic","spotify:track:6QUngYwZ65et2ye7Bj85EK",0.689,0.83,8,-8.774,1,0.0954,0.539,0,0.0882,0.815,140.732,171560,4,26.37706,9,1,"1970"
"Show Biz Kids","Steely Dan","spotify:track:5SuggdLS4Jdh8anflh9lNe",0.736,0.699,9,-10.165,0,0.0358,0.243,1.69e-06,0.0353,0.966,119.479,324333,4,55.80676,13,1,"1970"
"Canción Para Despertar A Un Negrito","Amparo Ochoa","spotify:track:32enoLOsiFjXW5RY0NA2k3",0.603,0.318,1,-14.541,0,0.107,0.291,0,0.302,0.843,93.047,137307,4,28.82449,10,0,"1970"
"I Don't Wanna Lose You","Johnnie Taylor","spotify:track:5QPM62c2OxiPPyPU9d6BPI",0.447,0.21,0,-18.798,1,0.075,0.648,0,0.527,0.399,135.564,240733,4,28.80527,12,1,"1970"
"Since I Don't Have You","Art Garfunkel","spotify:track:3PHPlTmRwOtmJglZfWkqh5",0.48,0.349,7,-10.309,1,0.0296,0.748,0.000446,0.382,0.489,65.611,218800,4,36.88267,9,1,"1970"
"Solitaire","Carpenters","spotify:track:6r1RBZtxQGZQVP9RSYS07J",0.236,0.24,4,-15.169,1,0.0309,0.242,3.89e-06,0.0951,0.156,142.682,279893,4,26.09212,13,1,"1970"
"The Awakening","Ahmad Jamal Trio","spotify:track:4QC4XLTPHiSdexDsKO5Vi7",0.531,0.2,1,-17.265,1,0.0353,0.829,0.486,0.117,0.128,81.898,381893,4,61.66974,16,0,"1970"
"Silent Night","The Dickies","spotify:track:3XeGNNoTiPEFS0DUpIWd1f",0.185,0.967,4,-8.026,1,0.0562,1.04e-05,0.0094,0.28,0.565,201.413,139467,4,30.08771,7,0,"1970"
"Angel","Iggy Pop","spotify:track:2PVFPr6YDFJ3Qs7yH0Fr9x",0.591,0.489,6,-11.474,0,0.0279,0.0329,0.00197,0.0856,0.272,133.064,225107,4,28.03428,14,0,"1970"
"Shalom","Jarcha","spotify:track:0prAJP4vsKf9tixxPT1QgE",0.252,0.423,0,-15.029,0,0.108,0.88,0.00141,0.143,0.207,177.223,248507,4,26.34382,14,0,"1970"
"Voodoo Music","J.B. Lenoir","spotify:track:4gC4bW1FJGAtd4Y2Rp2PKN",0.813,0.444,11,-10.294,1,0.0497,0.865,0.00329,0.0943,0.718,66.773,145227,4,63.34356,8,0,"1970"
"Slug Bait - Live at the I.C.A. London; Remastered","Throbbing Gristle","spotify:track:6l7eIH2kAa7PxV5n0EIMEB",0.15,0.405,1,-22.206,1,0.0437,0.943,0.963,0.114,0.257,90.733,260973,4,29.33018,12,0,"1970"
"Canción para las manos de un soldado","Joaquín Sabina","spotify:track:6z3ZIM75TnCnHoThOpC3dc",0.455,0.699,0,-5.242,1,0.0618,0.565,9.12e-06,0.11,0.528,164.045,178654,3,41.88897,8,0,"1970"
"Blues Stay Away From Me","Lonnie Johnson","spotify:track:1nqy4qzLPdniWScxpWJkPX",0.645,0.408,7,-11.119,1,0.0297,0.969,0.12,0.275,0.516,90.295,171198,4,22.03849,8,0,"1970"
"Sweet Berry Wine","Compost","spotify:track:1qUQLy0EAp64qKYzg4bINt",0.411,0.788,3,-7.679,1,0.227,0.253,0.000164,0.0822,0.851,168.054,243960,3,24.44857,10,0,"1970"
"The Voice of Jah","Mikey Dread","spotify:track:1KYCOCEm3NrrUbMIkDgsqK",0.624,0.731,10,-6.443,0,0.131,0.766,0,0.389,0.791,124.025,222200,4,37.18535,12,0,"1970"
"Dixie Pig Bar B-Q Blues","John Fahey","spotify:track:0BJYl4cur7lhHrJ6HlWtLd",0.427,0.333,9,-8.642,0,0.0331,0.74,0.0666,0.0926,0.437,72.729,240560,4,45.32627,9,0,"1970"
"Propuesta (Proposta)","Roberto Carlos","spotify:track:0O8EquxYrjCpgBRjpfJYuG",0.285,0.211,7,-20.088,1,0.0367,0.894,0.505,0.365,0.166,135.031,263000,4,16.86065,13,0,"1970"
"Brand New Car","Big Joe Williams","spotify:track:42HABEWDddELSjrDOjGFAq",0.501,0.328,4,-15.038,0,0.311,0.727,0.000149,0.884,0.484,94.02,332840,4,36.0771,17,0,"1970"
"I Don't Know What To Do With My Life - 2008 Remastered Version","Buzzcocks","spotify:track:38KQZUbOR2ZGRwViqeEWnR",0.418,0.913,5,-7.207,1,0.117,0.00355,0,0.066,0.572,88.986,163320,4,32.66484,8,0,"1970"
"Eastern Song","Collin Walcott","spotify:track:6PMvndl8OyjNxBKsCZqMCh",0.602,0.315,7,-17.638,1,0.0571,0.163,0.136,0.0931,0.848,134.274,151907,4,33.79277,7,0,"1970"
"Lies","J.J. Cale","spotify:track:2XZS4h3PQXM6ZDP71lp7aY",0.764,0.344,5,-16.135,0,0.0686,0.464,0.744,0.0745,0.752,87.336,176000,4,18.98413,8,1,"1970"
"Ice Train","Ashra","spotify:track:08ncIXimXtHv9IxrzrnkcJ",0.523,0.879,11,-9.073,0,0.033,0.031,0.668,0.164,0.785,96.013,461800,4,18.73339,16,0,"1970"
"Hot Wire","Al Green","spotify:track:6I56ppsvv3V32jvOpH9Znb",0.717,0.564,0,-9.904,1,0.0574,0.112,1.43e-06,0.0949,0.771,128.033,175453,4,78.83981,7,1,"1970"
"Maybe I'm A Fool","Eddie Money","spotify:track:18eyLgN59xVDlmTmSzwkRH",0.672,0.72,0,-6.503,0,0.0319,0.35,5.46e-05,0.162,0.79,95.71,185733,4,27.04753,8,1,"1970"
"Im Glück","NEU!","spotify:track:3GfBMNfCLVDNBYkQ5VYrek",0.287,0.175,2,-31.228,1,0.15,0.921,0.924,0.123,0.255,141.431,413133,3,28.43893,16,0,"1970"
"Sure As I'm Sittin' Here","Three Dog Night","spotify:track:6cMXHIyXhkcmKAbbmjjPcQ",0.55,0.659,2,-13.462,1,0.0513,0.0437,0.00835,0.0504,0.926,135.618,185693,4,44.92552,11,1,"1970"
"Theme From Kareem","Freddie Hubbard","spotify:track:6DyBcFxj1zANgGUhus3BdC",0.43,0.599,8,-10.998,0,0.0475,0.278,0.162,0.0617,0.67,133.569,364667,4,31.7988,15,0,"1970"
"Juguete de tu querer - Fandangos","Carmen Linares","spotify:track:0D5gZpxdInvWgvNoS7GeZK",0.447,0.373,11,-5.7,1,0.047,0.911,0.000245,0.0957,0.645,78.876,202027,4,27.09207,10,0,"1970"
"The Gambler","Kenny Rogers","spotify:track:5KqldkCunQ2rWxruMEtGh0",0.671,0.501,4,-13.119,1,0.0594,0.342,0,0.194,0.86,87.038,214880,4,27.65515,9,1,"1970"
"Come To Me","France Joli","spotify:track:5wmVHVCMNO6TfCBcXU0cCk",0.716,0.653,1,-8.827,1,0.0579,0.00797,0.00204,0.0681,0.596,132.27,590987,4,30.75433,24,1,"1970"
"Burning Love","Elvis Presley","spotify:track:7zMUCLm1TN9o9JlLISztxO",0.66,0.748,2,-11.206,1,0.0284,0.0993,0.00585,0.283,0.972,143.549,170293,4,34.80765,10,1,"1970"
