"track","artist","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","Decade"
"Untitled (How Does It Feel)","D'Angelo","spotify:track:4oPNN7syJYSjzDhRerF966",0.838,0.304,4,-9.975,0,0.0628,0.16,0.0257,0.0828,0.221,112.618,430800,3,32.05569,18,1,"2000"
"Time's Up!","Jadakiss Featuring Nate Dogg","spotify:track:3iQHtjDo1jgcbjUPsh3Dkb",0.781,0.821,11,-2.357,0,0.271,0.0902,0,0.0698,0.757,93.221,216133,4,26.76825,11,1,"2000"
"Hot Smoke and Sassafras","Bubble Puppy","spotify:track:0th4nmSjaw7MqjFAkLg5Qm",0.38,0.916,2,-5.372,1,0.159,0.217,0.00112,0.115,0.614,164.271,157467,4,37.57591,9,0,"2000"
"Total Desaster","Destruction","spotify:track:0UWRqF9gSYy8WUBwq8UlN3",0.481,0.999,2,-2.806,1,0.15,2.49e-06,0.893,0.369,0.337,93.52,206747,4,39.47237,7,0,"2000"
"Victoriae & Triumphi Dominus","Turisas","spotify:track:1iGuhcMCAYb0KjXzjMUyN1",0.351,0.474,6,-9.862,0,0.0287,0.00606,0.825,0.42,0.535,79.999,87800,4,34.51096,5,0,"2000"
"Smoke Rings In The Dark","Gary Allan","spotify:track:47tVV7s6UzdcyTJBoIW7aX",0.534,0.596,2,-7.148,1,0.0279,0.277,0.000359,0.148,0.147,114.957,257646,4,72.72927,9,1,"2000"
"Babylon","David Gray","spotify:track:5jLqVCGlKNYrLqCA1Qy4FV",0.737,0.543,8,-10.403,1,0.0374,0.0598,0.01,0.103,0.256,112.016,265667,4,35.17653,10,1,"2000"
"Printemps émeraude","Alcest","spotify:track:0ms0Ege78ppeXbb3qfAf4R",0.393,0.842,8,-6.829,1,0.0568,0.015,0.866,0.121,0.173,117.011,439720,4,86.82977,12,0,"2000"
"Ride","Martina McBride","spotify:track:2FJHCgDZ24gwcRLm5TFpzq",0.556,0.836,7,-3.931,1,0.042,0.109,0,0.274,0.559,116.978,232547,4,40.75309,8,1,"2000"
"Nos Pertenecemos","Los Rogers","spotify:track:2fZoRApJfOKxPq1WgRris4",0.703,0.342,4,-11.552,1,0.0438,0.846,9.6e-06,0.228,0.753,114.436,110527,3,52.88092,5,0,"2000"
"All the Earth","Parachute Band","spotify:track:1QPcGIXEMxqLbG6nQ6Ssjq",0.399,0.627,11,-6.833,1,0.0329,0.0135,0,0.462,0.374,157.911,365896,4,35.70846,20,0,"2000"
"District of Misery","Oceano","spotify:track:257bEZ22RZz4epQ4YHkTKP",0.599,0.988,6,-3.337,1,0.233,0.000202,0.478,0.0927,0.0541,124.993,194653,4,32.17259,11,0,"2000"
"Strobe","deadmau5","spotify:track:31NiyZrUd1r4icY7xkvnWv",0.433,0.444,8,-9.911,0,0.0372,0.013,0.856,0.121,0.0356,128.01,633187,4,37.69775,23,0,"2000"
"Stay Or Let It Go","Brian McKnight","spotify:track:6OCkJHVoGoWOMymzjzdOHX",0.639,0.57,5,-6.714,0,0.0382,0.0198,0.000565,0.215,0.458,79.993,279893,4,26.38782,11,1,"2000"
"Jai Ho! (You Are My Destiny)","A.R. Rahman","spotify:track:7Kpqjspw4Y7HrvItIRcBiW",0.657,0.941,8,-3.919,0,0.061,0.0476,0,0.0797,0.879,136.202,222400,4,21.90805,12,0,"2000"
"By The Way","Red Hot Chili Peppers","spotify:track:1f2V8U1BiWaC9aJWmpOARe",0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,216933,4,21.29431,10,1,"2000"
"Do You","Ne-Yo","spotify:track:0JKjqJLo145b1mqA6MnhIl",0.588,0.614,5,-5.857,0,0.0726,0.31,0,0.321,0.59,121.299,228267,5,25.86731,10,1,"2000"
"Sri Sakalagana - genre: Vocal; Raga: Aarabhi; Tala: Adi","M. Balamuralikrishna","spotify:track:3jXZJxAcS7hUicc94Aezgx",0.549,0.654,2,-11.225,0,0.178,0.895,0,0.113,0.742,156.995,650160,4,53.55972,28,0,"2000"
"Palimpa - Arabhi -- Adi -- (Tisranadai) -- Pallavi -- Seshayyam","M. L. Vasanthakumari","spotify:track:6c9uqeoPKPddvMxDz0wpoQ",0.334,0.578,1,-9.35,1,0.223,0.938,0.000925,0.353,0.627,184.731,728800,4,54.05942,22,0,"2000"
"Treat Her Like A Lady","Joe","spotify:track:2dw34jPD8ihGrP6z1LE6eQ",0.75,0.463,5,-6.99,0,0.0415,0.0581,0,0.0889,0.568,126.072,257773,4,29.16992,12,1,"2000"
"Beautiful Soul","Jesse McCartney","spotify:track:1HwpWwa6bnqqRhK8agG4RS",0.66,0.666,9,-4.342,1,0.0472,0.0759,0,0.0268,0.933,89.975,214227,4,23.73859,9,1,"2000"
"Apparition","Rx Bandits","spotify:track:1yC2n0cfsyIASjIKD0EZ3H",0.586,0.818,0,-6.207,0,0.0404,0.211,0,0.0967,0.736,137.771,219133,4,34.74669,10,0,"2000"
"Doctor Doctor (Live)","Uli Jon Roth","spotify:track:2P3WPVMNPSVGbQKvb18CBv",0.2,0.917,2,-5.912,0,0.3,0.123,0.00149,0.782,0.183,76.351,426200,4,30.84175,14,0,"2000"
"Rum & Cola Cola","Calypso Rose","spotify:track:6R9UbLVFg6xCwIXBwZ4ms0",0.653,0.354,0,-11.588,1,0.0586,0.836,1.97e-05,0.118,0.868,149.416,248467,4,52.89488,11,0,"2000"
"Thoia Thoing","R. Kelly","spotify:track:5uj2AfrbHQREGXVxhqhvyU",0.582,0.642,1,-4.925,1,0.307,0.274,2.98e-05,0.0717,0.936,85.565,221267,4,32.58129,8,1,"2000"
"You Can't Always Get What You Want","Glee Cast","spotify:track:1Y7abeCiyuhkE7lVliXkWp",0.234,0.745,7,-6.017,1,0.0524,0.175,0,0.295,0.41,93.825,207160,4,32.39622,10,1,"2000"
"Don't Happen Twice","Kenny Chesney","spotify:track:04ccQGJ1i8gL7JoeCPiJbv",0.499,0.708,7,-7.029,1,0.0301,0.00626,1.15e-05,0.0423,0.617,158.785,203067,4,18.23946,9,1,"2000"
"Get Back","Demi Lovato","spotify:track:5rnLFnHktBdmpxwYXJXyQI",0.558,0.867,0,-3.722,1,0.116,0.00327,0,0.0426,0.72,76.018,200213,4,20.08995,9,1,"2000"
"A Moment Like This","Kelly Clarkson","spotify:track:4kvdX9zzsix7jYHsRVkVUH",0.414,0.572,8,-3.918,1,0.0311,0.163,0,0.115,0.16,145.184,228280,4,62.08004,9,1,"2000"
"In Flight","Michael Harrison","spotify:track:0m5Pzh1IjehvV1PLqmtrvE",0.338,0.182,7,-18.91,0,0.0355,0.979,0.894,0.189,0.18,157.942,357493,3,35.65977,16,0,"2000"
"So Yesterday","Hilary Duff","spotify:track:0J1Wfjo9H3R62yaCuuNDZX",0.552,0.802,0,-3.799,1,0.0615,0.215,0,0.275,0.776,78.208,215333,4,47.66415,6,1,"2000"
"Free And Easy (Down The Road I Go)","Dierks Bentley","spotify:track:4Ng7hGdPwpINleVecBWiOO",0.557,0.825,6,-4.657,1,0.0283,0.00525,0.00164,0.177,0.841,120.015,201120,4,17.1187,12,1,"2000"
"Take Me On The Floor","The Veronicas","spotify:track:7MFvqBJ3ozTwDrf5VfoW8U",0.61,0.9,11,-2.304,0,0.0453,0.00345,7.86e-06,0.272,0.621,139.969,210480,4,18.03228,9,1,"2000"
"Chicken Noodle Soup.","Webstar & Young B Featuring The Voice Of Harlem","spotify:track:6PGrYbKY6I0LnKmAseNBO2",0.648,0.69,7,-6.389,1,0.344,0.0835,0,0.564,0.644,94.84,223120,4,28.25621,13,1,"2000"
"Salt Air","Chew Lips","spotify:track:2VzaCcG2i11AFJZCu8AXVs",0.629,0.816,2,-5.631,0,0.061,0.011,0,0.112,0.42,121.988,174083,4,40.40202,10,0,"2000"
"Cato As A Pun","of Montreal","spotify:track:6BhkRrMSy8Skyf1mhxVJbI",0.417,0.85,5,-4.974,0,0.0439,0.000986,0.00311,0.324,0.497,200.001,182600,4,40.0139,7,0,"2000"
"Thank You For Loving Me","Bon Jovi","spotify:track:577MNC3o3L0lNIzx9abqOk",0.385,0.342,2,-7.749,1,0.0285,0.416,0,0.119,0.131,132.864,308933,4,29.45207,15,1,"2000"
"Hate To Say I Told You So","The Hives","spotify:track:6xxXrNJnnsQNLdgNk8S4y8",0.451,0.929,5,-5.021,1,0.0549,0.00109,0.00785,0.442,0.378,135.767,199760,4,35.39991,9,1,"2000"
"Blame It","Jamie Foxx Featuring T-Pain","spotify:track:08uGhvS5MfBk7crUCpnjva",0.673,0.614,7,-5.426,1,0.103,0.0782,0,0.139,0.362,176.052,289747,4,50.20855,14,1,"2000"
"Jericho Rock","Berlin Boom Orchestra","spotify:track:1bjXcfXEY7uXbiEN9LzqNa",0.842,0.343,7,-12.774,0,0.174,0.0266,0.0214,0.112,0.4,143.966,257280,4,40.9704,11,0,"2000"
"Disconnect The Dots","of Montreal","spotify:track:3n4huoQz0VuJxM5ijcNYno",0.527,0.861,8,-6.554,0,0.0432,0.00611,0.784,0.113,0.875,136.989,265573,4,29.70212,14,0,"2000"
"Anthems For A Seventeen Year-Old Girl","Broken Social Scene","spotify:track:0VXp4zDspR993l2hIKW17g",0.466,0.446,4,-9.415,1,0.0322,0.229,0.0168,0.125,0.403,80.154,275693,4,54.03246,8,0,"2000"
"Lost","Beautiful Sin","spotify:track:2DIAdMEOfWT8LDfCjBBdGb",0.372,0.922,7,-3.534,1,0.0485,0.000156,0.00036,0.26,0.361,90.039,291760,4,21.29234,15,0,"2000"
"Save Room","John Legend","spotify:track:3sTc75CCyIw4FPs6cXkOe7",0.69,0.572,7,-6.131,1,0.0264,0.0457,0,0.0969,0.375,111.919,235667,4,32.95114,11,1,"2000"
"Can't Stop, Won't Stop","Young Gunz","spotify:track:1kgDlypHy9hCvCxeoCtd7X",0.855,0.788,6,-3.041,0,0.219,0.00709,0,0.358,0.809,99.992,262800,4,50.23889,12,1,"2000"
"You Won't Be Lonely Now","Billy Ray Cyrus","spotify:track:1uVRIEqMTtnbcxZocYDJRH",0.369,0.528,1,-6.648,1,0.0285,0.307,0,0.229,0.336,153.898,232507,3,25.53503,13,1,"2000"
"No Boundaries","Adam Lambert","spotify:track:5gDe25hSVQ69TNmq0PQFag",0.516,0.863,6,-2.957,1,0.0358,0.014,0,0.0923,0.268,141.963,227800,4,31.32222,12,1,"2000"
"Raised On Rock","Darkthrone","spotify:track:3IBypv3IPjOZaqCMhNZNUT",0.193,0.981,9,-3.383,1,0.12,0.411,0.00172,0.0721,0.128,142.771,209333,4,30.85056,9,0,"2000"
"How We Do","The Game Featuring 50 Cent","spotify:track:4PmMVdIFpJTB9WQbmILf4p",0.862,0.648,4,-7.401,0,0.251,0.0455,0,0.0332,0.637,98.012,235533,4,23.35783,12,1,"2000"
"What If","Babyface","spotify:track:4AFhkn04YASMuvUxVMJKmW",0.745,0.451,11,-6.314,0,0.112,0.212,0,0.0975,0.481,143.908,246178,4,36.53297,10,1,"2000"
"M' Bife","Amadou & Mariam","spotify:track:0Jt2HSGLDJmUje0kIkq5hj",0.731,0.591,7,-7.232,1,0.0255,0.815,0.00999,0.208,0.415,108.998,131133,4,44.16959,9,0,"2000"
"Three Wooden Crosses","Randy Travis","spotify:track:1S4fpfX2u0hzFD9vb6FEB6",0.523,0.501,1,-9.276,1,0.0366,0.459,0,0.0818,0.391,158.179,201267,4,37.75224,9,1,"2000"
"Hung Up","DJ Satomi","spotify:track:3ICzsWM9H84Ht2XySSVtT0",0.484,0.994,5,-3.582,1,0.0598,0.000171,0.0943,0.244,0.395,144.03,241547,4,38.74939,12,0,"2000"
"If You Love Me","Mint Condition","spotify:track:3VZMAx8GdrO73kvTZDD8rU",0.442,0.585,6,-6.012,1,0.0305,0.606,5.85e-05,0.185,0.233,118.736,385720,4,60.48282,16,1,"2000"
"Nalguita","Plastilina Mosh","spotify:track:3vEkB7InOc5P7Vs3CNkCB2",0.825,0.804,2,-6.631,1,0.0516,0.0142,0.0497,0.107,0.693,115.003,254160,4,51.76383,10,0,"2000"
"Requiem for O.M.M. 2","of Montreal","spotify:track:2xR5BfKnTF7VHeJZLIZCxh",0.637,0.925,8,-5.418,0,0.0526,0.232,0.00286,0.134,0.842,129.957,138053,4,32.26754,9,0,"2000"
"Tumse Milke Dil Ka (Mix)[Remix By Jatin Sharma]","Sonu Nigam","spotify:track:3upEKqHyWkRpkp8oXFwCn0",0.786,0.885,7,-6.885,1,0.0558,0.134,1.51e-06,0.234,0.85,110.019,296983,4,28.06561,12,0,"2000"
"Hear Them","Helltrain","spotify:track:4CDTiBUGb9VBRahFP7cN7o",0.489,0.992,7,-3.172,1,0.091,0.000272,0,0.398,0.154,97.494,242546,4,67.83231,7,0,"2000"
"Black Metal Supremacy","Genocide Commando","spotify:track:1hrKhgw3FQPZwCr215nCU0",0.185,0.996,11,-5.785,0,0.102,1.46e-05,0.727,0.148,0.0246,170.092,234747,4,46.99549,11,0,"2000"
"Face The Facts","Cro-Mags","spotify:track:7h2r2XGNqeDxAteKssarct",0.426,0.982,6,-4.717,0,0.0577,3.28e-05,0.866,0.0589,0.59,106.411,100728,4,44.65212,5,0,"2000"
"Rational Gaze","Meshuggah","spotify:track:5uqr3lCMWkyQx6yTvoMl4F",0.528,0.976,1,-5.157,1,0.0922,4.59e-05,0.0828,0.0944,0.243,133.01,304493,1,44.54685,11,0,"2000"
"Monument","A Day To Remember","spotify:track:0EQJal8357aE0QAQsweEAN",0.436,0.936,5,-4.279,0,0.0637,0.000172,0,0.343,0.556,160.097,228013,4,78.96409,6,0,"2000"
"Ordinary Day","Vanessa Carlton","spotify:track:6kcEeXcDca8oe9dlvYeGmI",0.371,0.666,0,-3.336,1,0.0301,0.244,0,0.151,0.449,185.476,238440,3,30.93041,12,1,"2000"
"Bad Day","Fuel","spotify:track:5z5ao3FAaVwHk1g7xuOBcB",0.291,0.735,9,-4.767,1,0.0415,0.000374,4.53e-06,0.0808,0.19,175.978,195467,4,25.79189,10,1,"2000"
"New Soul","Yael Naim","spotify:track:476JcJ3TpAuCOlGdCmomGm",0.769,0.371,0,-8.522,1,0.0326,0.733,3.73e-05,0.106,0.653,100.001,225107,4,47.56407,8,1,"2000"
"Mera Dil Badal De","Junaid Jamshed","spotify:track:1N7ukzKMQltMpI2WZSSwly",0.533,0.254,3,-10.747,1,0.0418,0.9,2.98e-05,0.116,0.411,75.922,384501,4,19.59132,19,0,"2000"
"I'm A Hustla","Cassidy","spotify:track:41D6aNNTmUUd7fWlVNWMN8",0.727,0.913,8,-5.571,0,0.306,0.283,0,0.527,0.618,90.985,259933,4,34.15031,9,1,"2000"
"Ramakrishna Govinda - Raga: Brindavani; Tala: Adi","Bombay Sisters","spotify:track:42PTeQY6v8UKdPiYTNWhr0",0.325,0.547,5,-13.568,1,0.0845,0.541,0.000805,0.331,0.564,80.962,407187,4,52.03505,21,0,"2000"
"Dumbledore's Army","Nicholas Hooper","spotify:track:2GY8VKvfP3ZtKSk1byDYb1",0.337,0.119,7,-21.437,1,0.0382,0.793,0.794,0.161,0.209,80.265,160253,4,56.22799,6,0,"2000"
"So What","Field Mob Featuring Ciara","spotify:track:0Uc706myy6Th7I6KQ9xA1x",0.931,0.486,6,-10.558,1,0.139,0.0579,0,0.161,0.896,120.026,216000,4,32.30025,10,1,"2000"
"It's Goin' Down","X-Ecutioners","spotify:track:6Xb5klX1nnSUxoh2AyZd54",0.674,0.89,8,-3.953,0,0.274,0.00165,0.0136,0.0465,0.9,104.862,248573,4,31.6533,9,1,"2000"
"Rock Vs Single Parents","Mclusky","spotify:track:4QyLPxPt62GYUx6OOrBosY",0.349,0.873,11,-6.736,1,0.098,0.00019,0.129,0.309,0.374,136.143,186733,4,43.66063,9,0,"2000"
"No Matta What (Party All Night)","Toya","spotify:track:6jCLSGa6VpnHu5kc3d3j9E",0.676,0.822,8,-5.427,1,0.0919,0.0957,0,0.0762,0.386,81.079,208733,4,46.2907,10,1,"2000"
"North by North","Faded Paper Figures","spotify:track:6kAZRPHGQHryRZbs6Zyh6B",0.7,0.862,8,-7.592,1,0.0301,0.116,0.526,0.0976,0.715,97.507,274360,4,47.78432,9,0,"2000"
"Sorry","Madonna","spotify:track:55whbebR4olz2HHcRQa2kx",0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971,281880,4,21.86821,11,1,"2000"
"That Song In My Head","Julianne Hough","spotify:track:28iutfEP6JEXbHHqub8GzB",0.496,0.84,0,-2.528,1,0.0803,0.0705,0,0.0745,0.746,185.978,193493,4,24.60344,10,1,"2000"
"I'd Rather","Luther Vandross","spotify:track:5oDM9YSQIlhuWa0awHF4Z2",0.705,0.467,0,-8.456,1,0.0298,0.236,0,0.113,0.522,119.938,259693,4,36.96112,12,1,"2000"
"You're Not Here (Silent Hill 3 Remix)","Tears of Mankind","spotify:track:6bgaASfxDNnkyKDhSSBHXk",0.363,0.78,7,-7.019,1,0.0427,0.147,0.416,0.144,0.114,133.375,358333,4,88.44143,11,0,"2000"
"No Stars over Bethlehem","Protest The Hero","spotify:track:4Mqs6irS9aCNTjXznGfRbe",0.362,0.76,10,-10.179,0,0.0787,2.93e-05,0.0031,0.328,0.321,112.738,265409,3,48.17425,6,0,"2000"
"Who's Your Daddy?","Toby Keith","spotify:track:0x7Yp9FYMcTH9u1hxxnh4e",0.684,0.872,9,-4.307,1,0.0402,0.283,0.0289,0.049,0.849,126.381,238013,4,50.87424,9,1,"2000"
"Greenthumb","Bongzilla","spotify:track:1RZahRrClZREl9d2xtGnUf",0.23,0.95,8,-6.288,1,0.0657,0.000173,0.811,0.108,0.302,132.238,247013,4,21.92811,9,0,"2000"
"Revolution - Tune Up! vs. Cascada Radio Edit","DJ Klubbingman","spotify:track:0ieXYIBp9kBIpSUSC0u57S",0.571,0.985,2,-5.55,1,0.049,0.00709,0.107,0.217,0.632,141.972,195773,4,27.50857,9,0,"2000"
"Yellow","Coldplay","spotify:track:3AJwUDP919kvQ9QcozQPxg",0.429,0.661,11,-7.227,1,0.0281,0.00239,0.00013,0.234,0.285,173.365,266773,4,34.30183,13,1,"2000"
"Female Buddha Taras Mantra - Tibetan Chant plus Urban Groove","Lama Surya Das & Steven Halpern","spotify:track:3SvZOri3IfrcrlOpbqp8zx",0.587,0.314,8,-15.644,1,0.0324,0.502,0.421,0.0963,0.0714,76.544,534400,4,39.26044,17,0,"2000"
"Clouds of Dementia","Candlemass","spotify:track:5d6RrofIgTMDCyR3KFcVXm",0.162,0.836,9,-3.009,1,0.0473,0.000111,0.00457,0.174,0.3,86.964,338893,4,65.32887,13,0,"2000"
"Riding With Private Malone","David Ball","spotify:track:4yym5ZJXwvg03d4kyhLVZO",0.648,0.527,4,-8.862,1,0.0515,0.405,0,0.0978,0.515,93.93,275053,4,26.65832,16,1,"2000"
"Courtin' In The Kitchen","Beatnik Turtle","spotify:track:0K1uVPCcqlZayVVWEBCf17",0.356,0.839,7,-7.372,1,0.0683,0.468,0,0.628,0.944,167.13,171013,4,45.00603,9,0,"2000"
"Beautiful Mess","Diamond Rio","spotify:track:7LvK43IERbcLsuabmyKQgi",0.402,0.817,1,-3.756,1,0.0406,0.317,0,0.105,0.376,177.342,227920,4,37.79342,12,1,"2000"
"Rose Bouquet","Phil Vassar","spotify:track:0ITpSCNjLUPmDvUYJG2tG6",0.488,0.445,5,-8.123,1,0.0241,0.608,3.69e-05,0.16,0.246,70.084,233507,4,37.35897,8,1,"2000"
"My Sacrifice","Creed","spotify:track:2VSbEXqs6NbNiZSTcHlIDR",0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,294600,4,47.3987,9,1,"2000"
"Suga Suga","Baby Bash Featuring Frankie J","spotify:track:6Nq5lE0CeOAAAqN4qhkbZU",0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,239027,4,40.17752,11,1,"2000"
"May Be","Yiruma","spotify:track:4zFRzp0Gi6FB6YMCZOwzW8",0.467,0.124,1,-22.376,1,0.0511,0.992,0.879,0.0912,0.121,111.942,240533,4,81.72937,9,0,"2000"
"Main Titles - The Little Mermaid - From ""The Little Mermaid""/Score","Alan Menken","spotify:track:09HBvmj0dUeQYHGbKJefR5",0.0912,0.195,7,-16.486,1,0.0366,0.811,0.786,0.27,0.158,86.253,86187,4,42.51191,4,0,"2000"
"Stretched Linen Over Contorted Bodies","Nero's Day At Disneyland","spotify:track:5PjXD5ZiY9PqjXZDYdUwv3",0.495,0.982,10,-2.964,0,0.141,0.019,0.601,0.0621,0.639,112.659,198013,4,96.43689,7,0,"2000"
"Fire and Ice","Halford","spotify:track:6nxHhlz3oachQrg9BupHMh",0.491,0.956,2,-7.126,1,0.102,1.8e-05,0.000562,0.0649,0.11,137.005,172360,4,65.8787,7,0,"2000"
"New Fang","Them Crooked Vultures","spotify:track:7uJLdyIAaYLGT0oLw7I6b3",0.278,0.961,7,-3.845,1,0.0607,7.36e-06,0.000662,0.0268,0.752,189.664,228639,4,31.18306,10,0,"2000"
"Lollipop","Framing Hanley","spotify:track:49dFv4gH1SeY90FySDOwCE",0.348,0.893,0,-4.589,1,0.0662,0.000484,6.36e-05,0.281,0.392,148.043,187907,4,52.19816,9,1,"2000"
"Wytches' Brew","OMNIA","spotify:track:4uPT39qmM6i6QrR08ltXkq",0.444,0.829,0,-7.284,0,0.199,0.0142,0.00195,0.385,0.546,155.931,248045,3,49.16286,10,0,"2000"
"My Cellmate Thinks I'm Sexy","Cledus T. Judd","spotify:track:7EO0VYUTolL4kFLgRS1zXF",0.679,0.897,10,-4.525,1,0.0462,0.0618,0,0.647,0.83,122.551,223893,4,17.92522,10,0,"2000"
"Sweet Little Rock 'N' Roller","Ziggy & The Rhythm Bulldogs","spotify:track:58YGjSLGrFstf5CuL66qrY",0.172,0.697,0,-11.885,1,0.0487,0.266,0.000372,0.191,0.531,152.167,231933,4,35.44214,13,0,"2000"
"There You Go","P!nk","spotify:track:6dJ2mSRaKE9ctYw9qWNGWQ",0.822,0.847,10,-6.729,0,0.0916,0.0862,0,0.0452,0.667,107.906,202800,4,28.72679,9,1,"2000"
"Good Times","Styles P","spotify:track:7cFpB4ozcSwXuhqjvNbrbP",0.697,0.761,11,-7.647,0,0.302,0.157,0,0.789,0.666,81.728,211493,4,61.02672,10,0,"2000"
"Drive","Incubus","spotify:track:7nnWIPM5hwE3DaUBkvOIpy",0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,232453,4,22.93655,10,1,"2000"
"Are We Cuttin'","Pastor Troy Featuring Ms. Jade","spotify:track:5fy0FmftBG7KZK7PxyE4kU",0.745,0.947,6,-5.113,0,0.331,0.252,0.000238,0.342,0.679,121.037,296640,5,46.23938,17,1,"2000"
"Can't Be Saved","Senses Fail","spotify:track:63k8KXOgawK2cNtvm2ZW8y",0.331,0.976,2,-3.242,1,0.113,9.11e-06,0.000117,0.319,0.426,170.059,187547,4,28.33644,9,0,"2000"
"Guerrilla Radio","Rage Against The Machine","spotify:track:1wsRitfRRtWyEapl0q22o8",0.599,0.957,11,-5.764,1,0.188,0.0129,7.06e-05,0.155,0.489,103.68,206200,4,39.01876,10,1,"2000"
"Body On Me","Nelly Featuring Ashanti & Akon","spotify:track:7hkbknrCTeWR7wEK4X4cvX",0.574,0.636,7,-7.173,0,0.325,0.142,0,0.0962,0.781,179.979,209707,4,83.28132,9,1,"2000"
"Cyclone","Baby Bash Featuring T-Pain","spotify:track:0x1LCpY9Rgeq97VPajm81B",0.644,0.725,11,-4.622,1,0.0701,0.0112,0,0.146,0.584,77.977,222053,4,46.34699,9,1,"2000"
"Victims","Frankenbok","spotify:track:5sxX3O4wZB9zK4QjiKyssw",0.436,0.94,1,-4.34,1,0.111,1.57e-05,0.00157,0.0594,0.141,92.502,198946,4,26.52479,9,0,"2000"
"Indifference","Moby Grape","spotify:track:71qY74W8V7Kndw2tx3nr9J",0.326,0.658,6,-10.45,0,0.0533,0.00644,0.0158,0.156,0.255,141.731,253107,4,58.39739,12,0,"2000"
"Divebomb - Crystal Castles Remix","The Whip","spotify:track:15AUTpJrFlVlxy4w1Cln76",0.58,0.755,0,-11.098,0,0.0412,0.00133,0.0102,0.117,0.645,127.009,343733,4,44.13833,11,0,"2000"
"Metal Is The Law","Massacration","spotify:track:4S19lGrWWK5THBmb5dAjL1",0.286,0.987,0,-5.449,1,0.195,0.000255,0.000795,0.0842,0.154,163.072,225747,4,32.69469,10,0,"2000"
"Inner Metal Cage","Blut Aus Nord","spotify:track:3Klz7FMA1FJ7I1GL2DQFpS",0.49,0.586,0,-5.338,1,0.043,0.000115,0.861,0.0842,0.0334,114.967,175507,4,7.1136,3,0,"2000"
"Careless Whisper","Seether","spotify:track:46eHxWRKmtYhUHPDRgclt6",0.469,0.943,2,-4.196,1,0.102,6.07e-05,0.00547,0.0717,0.358,134.031,296973,4,36.82457,11,1,"2000"
"American Boy","Estelle Featuring Kanye West","spotify:track:22UDw8rSfLbUsaAGTXQ4Z8",0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,284733,4,49.1236,11,1,"2000"
"Dreamer","Chris Brown","spotify:track:4v2mcqeFJTIIL4HO6wridQ",0.374,0.826,0,-5.175,1,0.0482,0.0687,0,0.317,0.342,89.785,213080,4,43.52899,9,1,"2000"
"Heartless","Kanye West","spotify:track:4EWCNWgDS8707fNSZ1oaA5",0.79,0.647,10,-5.983,0,0.136,0.0515,0,0.248,0.654,87.999,211000,4,55.88007,11,1,"2000"
"Unappreciated","Cherish","spotify:track:5ZelMPn7vupvsTToUTvcbF",0.735,0.521,7,-6.696,0,0.0876,0.0888,0,0.065,0.374,77.01,235333,4,30.52591,13,1,"2000"
"Beat It","Fall Out Boy Featuring John Mayer","spotify:track:4OMsAnt8JSBctSJQIMNAy1",0.557,0.936,0,-3.694,1,0.0681,0.0195,1.5e-06,0.305,0.841,149.954,229400,4,41.78284,8,1,"2000"
"Tujh Mein Rab Dikhta Hai - Ii","Shreya Ghoshal","spotify:track:4Q3oEhpsDommo2naYhCpAl",0.334,0.3,2,-12.359,0,0.0377,0.863,1.62e-06,0.195,0.158,147.076,101799,4,23.24927,5,0,"2000"
"S.E.X.","Lyfe Jennings","spotify:track:7707HOYVAMYlG9VJB60SW9",0.501,0.468,8,-8.494,0,0.0507,0.31,2.04e-06,0.0923,0.712,105.769,198373,4,36.88995,11,1,"2000"
"Disco Inferno","50 Cent","spotify:track:69bHJ9qs5FrUJbKP8xU8uZ",0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227,4,77.50793,7,1,"2000"
"Nothing On But The Radio","Gary Allan","spotify:track:3SRuODYNV4j2ckkJ9Samju",0.679,0.736,9,-5.954,1,0.026,0.0572,9.25e-06,0.139,0.664,109.444,212027,4,18.81237,12,1,"2000"
"Bling Bling","B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne","spotify:track:5q186AzhWeOEoFnApajHgR",0.868,0.964,2,-3.72,1,0.111,0.0467,1.51e-05,0.0708,0.868,98.913,312960,4,58.85779,12,1,"2000"
"El Microscopico Bikini","Los Straitjackets","spotify:track:1t5N8zg0NDQcoGbhlyvBF5",0.667,0.894,9,-5.341,1,0.0318,0.626,7.17e-06,0.138,0.971,139.81,171093,4,31.10516,8,0,"2000"
"What's A Guy Gotta Do","Joe Nichols","spotify:track:3AiNYdRmhXcv7KCFHZOddA",0.625,0.966,5,-3.908,1,0.0668,0.609,8.89e-05,0.0667,0.929,170.194,141947,4,28.92082,7,1,"2000"
